,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,confusion_matrix,roc_curve,momentum,hinge_loss,avg_prec_score,max_iter,imb_report_0.3,matthews_corrcoef,accuracy,batch_size,pr_curve,imb_sens_spec_supp,prec_score,power_t,learning_rate_init,f1_score,y,imb_spec,bal_report,tol,fbeta_score,imb_sens_micro,activation,hamming_loss,imb_report_0.1,warm_start,learning_rate,log_loss,hidden_layer_sizes,zero_one_loss,alpha,X,imb_spec_micro,roc_auc_score,imb_sens_spec_supp_micro,imb_sens,solver,cohen_kappa_score,rec_score
446,HOSbal,14,5,0.7422427763016258,0.7354888814460049,0.6845329249617151,0.6875957120980092,0.6860626093831259,0.3721303824790527,0.6860643185298622,447,449,204,206,653,653,0.6854961832061068,0.6866359447004609,0.6875957120980092,0.6845329249617151,0.6865443425076453,0.6855828220858896,2.1796116504854366,2.191176470588235,0.31546707503828486,0.6845329249617151,"[[449 204]
 [206 447]]","(array([0.        , 0.31240429, 1.        ]), array([0.        , 0.68453292, 1.        ]), array([2, 1, 0]))",0.9,,0.6277584491287994,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.69      0.68      0.69      0.69      0.47       653
          1       0.69      0.68      0.69      0.69      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1306
",0.3721303824790527,0.6860643185298622,auto,,"(array([0.68759571, 0.68453292]), array([0.68453292, 0.68759571]), array([653, 653]))",0.6860643185298622,0.5,0.001,0.6860643185298622,[0 1 0 ... 1 1 1],[0.68453292 0.68759571],"              precision    recall  f1-score   support

           0       0.69      0.69      0.69       653
           1       0.69      0.68      0.69       653

    accuracy                           0.69      1306
   macro avg       0.69      0.69      0.69      1306
weighted avg       0.69      0.69      0.69      1306
",0.0001,0.6860643185298623,0.6860643185298622,logistic,0.31393568147013784,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.69      0.68      0.69      0.69      0.47       653
          1       0.69      0.68      0.69      0.69      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1306
",False,constant,10.84307920351389,"(50,)",0.31393568147013784,0.0001,"[[ 1.41446617 -0.1558718  -0.03474868 -0.38003373  0.00797248  0.80680718]
 [ 1.20224399 -0.49122543 -0.21807396 -0.3902036  -0.46382381  0.72257742]
 [-0.2016873  -0.3432753  -0.10349566  3.75401924 -0.89326679 -0.18991171]
 ...
 [-0.43884082 -0.49122543 -0.05735259 -0.44091461 -0.43499857  0.07891667]
 [-0.28240736 -0.33273983 -0.30856543 -0.25821183  0.55628865  2.03643734]
 [-0.41277369 -0.31793071 -0.3097366  -0.53719504 -0.20564524 -0.21613929]]",0.6860643185298622,0.6860643185298622,"(0.6860643185298622, 0.6860643185298622, None)",[0.68759571 0.68453292],adam,0.3721286370597243,0.6860643185298622
374,HOSbal,14,6,0.7574019310098989,0.746781069370422,0.6906584992343032,0.6952526799387443,0.6929517822439888,0.38591525185396397,0.6929555895865237,451,454,199,202,653,653,0.6920731707317073,0.6938461538461539,0.6952526799387443,0.6906584992343032,0.6936592818945759,0.6922486569455104,2.2475247524752477,2.2663316582914574,0.3093415007656968,0.6906584992343032,"[[454 199]
 [202 451]]","(array([0.        , 0.30474732, 1.        ]), array([0.       , 0.6906585, 1.       ]), array([2, 1, 0]))",0.9,,0.6338814936977265,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.70      0.69      0.69      0.69      0.48       653
          1       0.69      0.69      0.70      0.69      0.69      0.48       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",0.38591525185396397,0.6929555895865237,auto,,"(array([0.69525268, 0.6906585 ]), array([0.6906585 , 0.69525268]), array([653, 653]))",0.6929555895865237,0.5,0.001,0.6929555895865237,[0 1 0 ... 1 1 1],[0.6906585  0.69525268],"              precision    recall  f1-score   support

           0       0.69      0.70      0.69       653
           1       0.69      0.69      0.69       653

    accuracy                           0.69      1306
   macro avg       0.69      0.69      0.69      1306
weighted avg       0.69      0.69      0.69      1306
",0.0001,0.6929555895865237,0.6929555895865237,logistic,0.30704441041347624,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.70      0.69      0.69      0.69      0.48       653
          1       0.69      0.69      0.70      0.69      0.69      0.48       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",False,constant,10.605060072165232,"(50,)",0.3070444104134763,0.0001,"[[ 1.31190719 -0.15843113 -0.02356207 -0.38203983 -0.02933617  0.81182405]
 [ 1.1113735  -0.47061925 -0.24214022 -0.39224429 -0.48924356  0.72589494]
 [-0.21523403 -0.3328892  -0.10552888  3.76607118 -0.9078649  -0.20500366]
 ...
 [-0.21690085 -0.05221711  0.41138106 -0.36576776  0.13355054  0.2318037 ]
 [ 0.26091081 -0.27962834 -0.13285115 -0.50857798 -0.9318821  -0.86093731]
 [-0.25229628 -0.39953478 -0.2615374   0.84498908  0.01303728  0.39090291]]",0.6929555895865237,0.6929555895865237,"(0.6929555895865237, 0.6929555895865237, None)",[0.69525268 0.6906585 ],adam,0.3859111791730475,0.6929555895865237
410,HOSbal,14,7,0.759789310263151,0.7437206053766421,0.6799387442572741,0.6952526799387443,0.6875530773249832,0.3752354262490432,0.6875957120980092,444,454,199,209,653,653,0.6847662141779789,0.6905132192846034,0.6952526799387443,0.6799387442572741,0.689969604863222,0.6851851851851851,2.172248803827751,2.2311557788944723,0.3200612557427259,0.6799387442572741,"[[454 199]
 [209 444]]","(array([0.        , 0.30474732, 1.        ]), array([0.        , 0.67993874, 1.        ]), array([2, 1, 0]))",0.9,,0.6295373190847839,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.70      0.68      0.69      0.69      0.47       653
          1       0.69      0.68      0.70      0.69      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1306
",0.3752354262490432,0.6875957120980092,auto,,"(array([0.69525268, 0.67993874]), array([0.67993874, 0.69525268]), array([653, 653]))",0.6875957120980092,0.5,0.001,0.6875957120980092,[0 1 0 ... 1 1 1],[0.67993874 0.69525268],"              precision    recall  f1-score   support

           0       0.68      0.70      0.69       653
           1       0.69      0.68      0.69       653

    accuracy                           0.69      1306
   macro avg       0.69      0.69      0.69      1306
weighted avg       0.69      0.69      0.69      1306
",0.0001,0.6875957120980092,0.6875957120980092,logistic,0.3124042879019908,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.70      0.68      0.69      0.69      0.47       653
          1       0.69      0.68      0.70      0.69      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1306
",False,constant,10.790183682245152,"(50,)",0.3124042879019908,0.0001,"[[ 1.25266912e+00 -1.47976520e-01 -1.96535074e-02 -3.80045080e-01
  -2.74461337e-03  7.74119467e-01]
 [ 1.06047068e+00 -4.51275909e-01 -2.43712142e-01 -3.90359643e-01
  -4.70830968e-01  6.91675472e-01]
 [-2.10995891e-01 -3.17467355e-01 -1.03675495e-01  3.81282480e+00
  -8.96897044e-01 -2.01467804e-01]
 ...
 [ 2.62146198e+00 -2.49492880e-01 -2.66161682e-01 -2.60190170e-01
   1.62249081e+00 -3.00486310e-01]
 [-2.74666646e-01 -2.82045784e-01  1.22379357e-02 -3.89493695e-01
  -7.09563943e-01 -5.08376779e-01]
 [-2.60854975e-01 -2.92982351e-01 -1.80224522e-01 -2.82343912e-01
  -8.41173070e-01 -1.02590775e+00]]",0.6875957120980092,0.6875957120980091,"(0.6875957120980092, 0.6875957120980092, None)",[0.69525268 0.67993874],adam,0.37519142419601836,0.6875957120980092
698,HOSbal,14,8,0.7532814738900914,0.7429662790260136,0.6738131699846861,0.7059724349157733,0.6897053894906178,0.37998214798024826,0.6898928024502297,440,461,192,213,653,653,0.6839762611275965,0.6962025316455697,0.7059724349157733,0.6738131699846861,0.694800301431801,0.6848249027237354,2.1643192488262915,2.2916666666666665,0.3261868300153139,0.6738131699846861,"[[461 192]
 [213 440]]","(array([0.        , 0.29402757, 1.        ]), array([0.        , 0.67381317, 1.        ]), array([2, 1, 0]))",0.9,,0.632203849807122,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.71      0.67      0.69      0.69      0.48       653
          1       0.70      0.67      0.71      0.68      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",0.37998214798024826,0.6898928024502297,auto,,"(array([0.70597243, 0.67381317]), array([0.67381317, 0.70597243]), array([653, 653]))",0.6898928024502297,0.5,0.001,0.6898928024502297,[0 1 0 ... 1 1 1],[0.67381317 0.70597243],"              precision    recall  f1-score   support

           0       0.68      0.71      0.69       653
           1       0.70      0.67      0.68       653

    accuracy                           0.69      1306
   macro avg       0.69      0.69      0.69      1306
weighted avg       0.69      0.69      0.69      1306
",0.0001,0.6898928024502297,0.6898928024502297,logistic,0.3101071975497703,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.71      0.67      0.69      0.69      0.48       653
          1       0.70      0.67      0.71      0.68      0.69      0.47       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",False,constant,10.710840706466634,"(50,)",0.31010719754977034,0.0001,"[[ 1.35138669 -0.15193042 -0.02021615 -0.38033359  0.01066264  0.8284747 ]
 [ 1.1476872  -0.45631584 -0.23085013 -0.39047443 -0.4577695   0.74229284]
 [-0.19986327 -0.32202815 -0.0992039   3.74192011 -0.88415032 -0.19134403]
 ...
 [-0.47069143  1.35338085  0.64724755  0.26679112  0.79035729  0.41571788]
 [-0.60939078 -0.33584519 -0.17103839 -0.46377566 -0.21415016 -0.29886024]
 [-0.58752645 -0.20017813 -0.16794185 -0.5478508  -0.82405595  0.27354573]]",0.6898928024502297,0.6898928024502297,"(0.6898928024502297, 0.6898928024502297, None)",[0.70597243 0.67381317],adam,0.37978560490045943,0.6898928024502297
662,HOSbal,14,9,0.7577654317802861,0.7547878258749084,0.6998468606431854,0.6845329249617151,0.6921475410209542,0.38442486525922387,0.6921898928024502,457,447,206,196,653,653,0.6951788491446346,0.6892911010558069,0.6845329249617151,0.6998468606431854,0.6898148148148149,0.6945288753799392,2.2806122448979593,2.2184466019417477,0.30015313935681465,0.6998468606431854,"[[447 206]
 [196 457]]","(array([0.        , 0.31546708, 1.        ]), array([0.        , 0.69984686, 1.        ]), array([2, 1, 0]))",0.9,,0.6324747828215984,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.68      0.70      0.69      0.69      0.48       653
          1       0.69      0.70      0.68      0.69      0.69      0.48       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",0.38442486525922387,0.6921898928024502,auto,,"(array([0.68453292, 0.69984686]), array([0.69984686, 0.68453292]), array([653, 653]))",0.6921898928024502,0.5,0.001,0.6921898928024502,[0 1 1 ... 1 1 1],[0.69984686 0.68453292],"              precision    recall  f1-score   support

           0       0.70      0.68      0.69       653
           1       0.69      0.70      0.69       653

    accuracy                           0.69      1306
   macro avg       0.69      0.69      0.69      1306
weighted avg       0.69      0.69      0.69      1306
",0.0001,0.6921898928024502,0.6921898928024502,logistic,0.30781010719754975,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.68      0.70      0.69      0.69      0.48       653
          1       0.69      0.70      0.68      0.69      0.69      0.48       653

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1306
",False,constant,10.631510587920916,"(50,)",0.30781010719754975,0.0001,"[[ 1.35368128 -0.14946114 -0.03166623 -0.38195086  0.00590797  0.78950021]
 [ 1.14994649 -0.47789396 -0.22957728 -0.3920457  -0.46620509  0.70705916]
 [-0.75027225 -0.01905399 -0.13062176 -0.43494879  0.20500367 -0.15170174]
 ...
 [-0.21092992 -0.23639924 -0.02352247 -0.41728281 -0.7802422  -0.53459216]
 [ 3.84171607  0.03610491 -0.29666573 -0.38898301 -0.47326825  0.82173115]
 [-0.34634904 -0.26537861 -0.08527054 -0.14808561  1.40265238  0.93542935]]",0.6921898928024502,0.6921898928024502,"(0.6921898928024502, 0.6921898928024502, None)",[0.68453292 0.69984686],adam,0.3843797856049005,0.6921898928024502
519,HOSbal,15,0,0.6952737864350893,0.6443496229946508,0.666156202143951,0.6416539050535988,0.653790278668428,0.30790254765536706,0.6539050535987749,435,419,234,218,653,653,0.6577708006279435,0.6502242152466368,0.6416539050535988,0.666156202143951,0.6496124031007752,0.6580937972768532,1.9220183486238531,1.8589743589743588,0.333843797856049,0.666156202143951,"[[419 234]
 [218 435]]","(array([0.        , 0.35834609, 1.        ]), array([0.       , 0.6661562, 1.       ]), array([2, 1, 0]))",0.9,,0.600072792698755,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.65      0.42       653
          1       0.65      0.67      0.64      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",0.30790254765536706,0.6539050535987749,auto,,"(array([0.64165391, 0.6661562 ]), array([0.6661562 , 0.64165391]), array([653, 653]))",0.6539050535987749,0.5,0.001,0.6539050535987749,[1 0 1 ... 1 1 1],[0.6661562  0.64165391],"              precision    recall  f1-score   support

           0       0.66      0.64      0.65       653
           1       0.65      0.67      0.66       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6539050535987749,0.6539050535987749,logistic,0.3460949464012251,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.65      0.43       653
          1       0.65      0.67      0.64      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",False,constant,11.953839231468832,"(5, 5)",0.34609494640122507,0.0001,"[[ 1.16688757 -0.46947411 -0.22634637 -0.38930486 -0.46096336  0.70574579]
 [-0.19403426 -0.32729272 -0.09693921  3.74897066 -0.89461623 -0.19830633]
 [-0.75185397 -0.01923304 -0.12282064 -0.43246479  0.21637059 -0.1635351 ]
 ...
 [ 0.01255221 -0.355729   -0.22865133  3.16485702 -0.06837748  0.91634328]
 [-0.81058541 -0.34052006 -0.28493283 -0.43519968 -0.89752326 -0.27142312]
 [ 1.18957864 -0.05059648 -0.19551674  0.870177    0.60040097  0.02832211]]",0.6539050535987749,0.6539050535987748,"(0.6539050535987749, 0.6539050535987749, None)",[0.64165391 0.6661562 ],adam,0.30781010719754975,0.6539050535987749
555,HOSbal,15,1,0.7016760903264238,0.673484253784687,0.6891271056661562,0.6431852986217458,0.6657600342812912,0.3326636579431794,0.666156202143951,450,420,233,203,653,653,0.6741573033707865,0.6588579795021962,0.6431852986217458,0.6891271056661562,0.658307210031348,0.6736526946107784,2.0689655172413794,1.9313304721030042,0.3108728943338438,0.6891271056661562,"[[420 233]
 [203 450]]","(array([0.       , 0.3568147, 1.       ]), array([0.        , 0.68912711, 1.        ]), array([2, 1, 0]))",0.9,,0.609473339626322,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.64      0.69      0.66      0.67      0.44       653
          1       0.66      0.69      0.64      0.67      0.67      0.45       653

avg / total       0.67      0.67      0.67      0.67      0.67      0.44      1306
",0.3326636579431794,0.666156202143951,auto,,"(array([0.6431853 , 0.68912711]), array([0.68912711, 0.6431853 ]), array([653, 653]))",0.666156202143951,0.5,0.001,0.666156202143951,[0 1 0 ... 1 1 1],[0.68912711 0.6431853 ],"              precision    recall  f1-score   support

           0       0.67      0.64      0.66       653
           1       0.66      0.69      0.67       653

    accuracy                           0.67      1306
   macro avg       0.67      0.67      0.67      1306
weighted avg       0.67      0.67      0.67      1306
",0.0001,0.666156202143951,0.666156202143951,logistic,0.333843797856049,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.64      0.69      0.66      0.67      0.44       653
          1       0.66      0.69      0.64      0.67      0.67      0.45       653

avg / total       0.67      0.67      0.67      0.67      0.67      0.44      1306
",False,constant,11.530698939036977,"(5, 5)",0.333843797856049,0.0001,"[[ 1.34633362 -0.13933234 -0.03436498 -0.38869365  0.00554379  0.86428718]
 [ 1.14472226 -0.42305808 -0.22318366 -0.39875205 -0.46991508  0.77462612]
 [-0.18901443 -0.29788496 -0.10517199  3.70004838 -0.90269184 -0.19670198]
 ...
 [ 0.02509688 -0.22124569 -0.14779788 -0.37555734 -0.48376799  0.00661794]
 [-0.54877876 -0.35302129 -0.05362643 -0.19860651  2.24197599  0.38822173]
 [-0.18013243 -0.19207151 -0.18009801 -0.40866418 -0.35142358  0.17227   ]]",0.666156202143951,0.6661562021439511,"(0.666156202143951, 0.666156202143951, None)",[0.6431853  0.68912711],adam,0.332312404287902,0.666156202143951
627,HOSbal,15,2,0.6987493228332423,0.6691348645567241,0.6738131699846861,0.6447166921898928,0.6591043909021641,0.3186647823388701,0.6592649310872895,440,421,232,213,653,653,0.6640378548895899,0.6547619047619048,0.6447166921898928,0.6738131699846861,0.6542346542346543,0.6641509433962264,1.9765258215962445,1.896551724137931,0.3261868300153139,0.6738131699846861,"[[421 232]
 [213 440]]","(array([0.        , 0.35528331, 1.        ]), array([0.        , 0.67381317, 1.        ]), array([2, 1, 0]))",0.9,,0.6042806096404871,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.66      0.43       653
          1       0.65      0.67      0.64      0.66      0.66      0.44       653

avg / total       0.66      0.66      0.66      0.66      0.66      0.43      1306
",0.3186647823388701,0.6592649310872895,auto,,"(array([0.64471669, 0.67381317]), array([0.67381317, 0.64471669]), array([653, 653]))",0.6592649310872895,0.5,0.001,0.6592649310872895,[0 0 1 ... 1 1 1],[0.67381317 0.64471669],"              precision    recall  f1-score   support

           0       0.66      0.64      0.65       653
           1       0.65      0.67      0.66       653

    accuracy                           0.66      1306
   macro avg       0.66      0.66      0.66      1306
weighted avg       0.66      0.66      0.66      1306
",0.0001,0.6592649310872895,0.6592649310872895,logistic,0.34073506891271055,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.66      0.43       653
          1       0.65      0.67      0.64      0.66      0.66      0.44       653

avg / total       0.66      0.66      0.66      0.66      0.66      0.43      1306
",False,constant,11.76871439689055,"(5, 5)",0.34073506891271055,0.0001,"[[ 1.29630334 -0.15165415 -0.03785765 -0.38476219 -0.01886382  0.76687869]
 [-0.1971043  -0.32575177 -0.10381455  3.65919936 -0.91405646 -0.20146053]
 [-0.72884793 -0.02795321 -0.12580018 -0.43699048  0.1787634  -0.16736408]
 ...
 [-0.28851868  0.12396695 -0.27267277 -0.56263716 -0.00767535 -0.06125303]
 [-0.52998685 -0.30108095 -0.17442695 -0.58659465  0.11097584  0.0280344 ]
 [-0.30328702 -0.17091489  0.14422738 -0.49960973  2.86875757 -0.16676461]]",0.6592649310872895,0.6592649310872895,"(0.6592649310872895, 0.6592649310872895, None)",[0.64471669 0.67381317],adam,0.3185298621745789,0.6592649310872895
591,HOSbal,15,3,0.694049609647076,0.6483201743880809,0.6753445635528331,0.6339969372128637,0.6543442403321469,0.309606269473585,0.6546707503828484,441,414,239,212,653,653,0.6613418530351438,0.6485294117647059,0.6339969372128637,0.6753445635528331,0.6473807662236122,0.6616654163540886,1.9528301886792454,1.8451882845188283,0.3246554364471669,0.6753445635528331,"[[414 239]
 [212 441]]","(array([0.        , 0.36600306, 1.        ]), array([0.        , 0.67534456, 1.        ]), array([2, 1, 0]))",0.9,,0.6003085307629943,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.63      0.68      0.65      0.65      0.42       653
          1       0.65      0.68      0.63      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",0.309606269473585,0.6546707503828484,auto,,"(array([0.63399694, 0.67534456]), array([0.67534456, 0.63399694]), array([653, 653]))",0.6546707503828484,0.5,0.001,0.6546707503828484,[0 1 0 ... 1 1 1],[0.67534456 0.63399694],"              precision    recall  f1-score   support

           0       0.66      0.63      0.65       653
           1       0.65      0.68      0.66       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6546707503828484,0.6546707503828484,logistic,0.3453292496171516,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.63      0.68      0.65      0.65      0.43       653
          1       0.65      0.68      0.63      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",False,constant,11.927396062703318,"(5, 5)",0.3453292496171516,0.0001,"[[ 1.30797993e+00 -1.44382718e-01 -2.88266889e-02 -3.83080928e-01
   1.86793727e-03  7.98499630e-01]
 [ 1.11066861e+00 -4.49317429e-01 -2.24249862e-01 -3.93243806e-01
  -4.73308048e-01  7.14901708e-01]
 [-1.94621719e-01 -3.14787410e-01 -1.02110379e-01  3.74812914e+00
  -9.05827317e-01 -1.90742437e-01]
 ...
 [ 4.99095501e-01 -1.83953599e-01  1.75463951e-01 -4.20581419e-01
   1.19949625e+00 -6.32491782e-01]
 [ 1.23544471e+00  1.90762851e-01 -1.10851007e-01 -4.75028509e-01
  -6.97421650e-01  8.22813764e-01]
 [ 1.38958769e+00  2.74934546e-01 -1.99821965e-01  5.41035762e-01
   6.29252240e-01  9.33221442e-01]]",0.6546707503828484,0.6546707503828485,"(0.6546707503828484, 0.6546707503828484, None)",[0.63399694 0.67534456],adam,0.3093415007656968,0.6546707503828484
483,HOSbal,15,4,0.6842022565189759,0.627487345184176,0.6707503828483921,0.6355283307810107,0.6529018848053377,0.30646887418830604,0.6531393568147014,438,415,238,215,653,653,0.6587301587301587,0.6479289940828402,0.6355283307810107,0.6707503828483921,0.646921278254092,0.6591422121896162,1.9302325581395348,1.8403361344537814,0.32924961715160794,0.6707503828483921,"[[415 238]
 [215 438]]","(array([0.        , 0.36447167, 1.        ]), array([0.        , 0.67075038, 1.        ]), array([2, 1, 0]))",0.9,,0.5992234294154426,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.65      0.42       653
          1       0.65      0.67      0.64      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",0.30646887418830604,0.6531393568147014,auto,,"(array([0.63552833, 0.67075038]), array([0.67075038, 0.63552833]), array([653, 653]))",0.6531393568147014,0.5,0.001,0.6531393568147014,[0 1 0 ... 1 1 1],[0.67075038 0.63552833],"              precision    recall  f1-score   support

           0       0.66      0.64      0.65       653
           1       0.65      0.67      0.66       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6531393568147014,0.6531393568147014,logistic,0.34686064318529863,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.64      0.67      0.65      0.65      0.42       653
          1       0.65      0.67      0.64      0.66      0.65      0.43       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.43      1306
",False,constant,11.980287910476973,"(5, 5)",0.34686064318529863,0.0001,"[[ 1.31851831 -0.14905666 -0.03234203 -0.3840257  -0.01501088  0.77027105]
 [ 1.11879471 -0.47449397 -0.22481599 -0.39424121 -0.47980321  0.68787989]
 [-0.20245374 -0.33091869 -0.10451976  3.76857992 -0.90287096 -0.20469102]
 ...
 [-0.69419824 -0.1646688  -0.14938142 -0.44428164  0.30265068  0.3342419 ]
 [-0.71319214 -0.39862143 -0.17259041  2.2599242  -0.40763228  0.00647794]
 [ 0.35866896 -0.35963374  0.28349772  0.05328633 -0.57785103  1.10426738]]",0.6531393568147014,0.6531393568147014,"(0.6531393568147014, 0.6531393568147014, None)",[0.63552833 0.67075038],adam,0.30627871362940273,0.6531393568147014
447,HOSbal,15,5,0.6947906821854135,0.650644585276181,0.6845329249617151,0.6385911179173047,0.6611631007569192,0.32346558445166296,0.6615620214395099,447,417,236,206,653,653,0.6693418940609952,0.6544655929721815,0.6385911179173047,0.6845329249617151,0.6536050156739812,0.6691616766467064,2.024271844660194,1.8940677966101693,0.31546707503828486,0.6845329249617151,"[[417 236]
 [206 447]]","(array([0.        , 0.36140888, 1.        ]), array([0.        , 0.68453292, 1.        ]), array([2, 1, 0]))",0.9,,0.6057367841631931,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.64      0.68      0.65      0.66      0.43       653
          1       0.65      0.68      0.64      0.67      0.66      0.44       653

avg / total       0.66      0.66      0.66      0.66      0.66      0.44      1306
",0.32346558445166296,0.6615620214395099,auto,,"(array([0.63859112, 0.68453292]), array([0.68453292, 0.63859112]), array([653, 653]))",0.6615620214395099,0.5,0.001,0.6615620214395099,[0 1 0 ... 1 1 1],[0.68453292 0.63859112],"              precision    recall  f1-score   support

           0       0.67      0.64      0.65       653
           1       0.65      0.68      0.67       653

    accuracy                           0.66      1306
   macro avg       0.66      0.66      0.66      1306
weighted avg       0.66      0.66      0.66      1306
",0.0001,0.6615620214395099,0.6615620214395099,logistic,0.33843797856049007,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.64      0.68      0.65      0.66      0.44       653
          1       0.65      0.68      0.64      0.67      0.66      0.44       653

avg / total       0.66      0.66      0.66      0.66      0.66      0.44      1306
",False,constant,11.689378155853023,"(5, 5)",0.33843797856049007,0.0001,"[[ 1.41446617 -0.1558718  -0.03474868 -0.38003373  0.00797248  0.80680718]
 [ 1.20224399 -0.49122543 -0.21807396 -0.3902036  -0.46382381  0.72257742]
 [-0.2016873  -0.3432753  -0.10349566  3.75401924 -0.89326679 -0.18991171]
 ...
 [-0.43884082 -0.49122543 -0.05735259 -0.44091461 -0.43499857  0.07891667]
 [-0.28240736 -0.33273983 -0.30856543 -0.25821183  0.55628865  2.03643734]
 [-0.41277369 -0.31793071 -0.3097366  -0.53719504 -0.20564524 -0.21613929]]",0.6615620214395099,0.6615620214395099,"(0.6615620214395099, 0.6615620214395099, None)",[0.63859112 0.68453292],adam,0.32312404287901986,0.6615620214395099
